credit_duration(month),credit_amount,duration_of_current_employment,installment_percent,guarantors,duration_in_current_address,age,concurrent_credits,no_of_credits_at_the_bank,no_of_dependents,telephone,account_type,payment_status_of_previous_loan,loan_purpose,savings_type,marital_status,most_valuable_asset,type_of_apartment,occupation,foreign_worker,label
15,6850,1,1,1,2,34,2,1,2,2,current,active,purchase a vehicle,individual retirement accounts,married,intellectual property,one-bedroom apartment,professional and managerial,no,1
10,2210,3,2,1,2,25,3,1,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,married,human capital,two or multi-bedroom apartment,skilled trades and technical,no,1
30,7485,1,4,1,1,53,1,1,1,2,corporate,active,weddings,savings account,divorced,human capital,one-bedroom apartment,professional and managerial,no,1
18,1442,4,4,1,4,32,1,2,2,1,savings,active,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,skilled trades and technical,no,1
12,797,5,4,1,3,33,3,1,2,1,corporate,paid,investments for future,savings account,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
45,4746,2,4,1,2,24,1,2,1,1,current,paid,investments for future,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
12,939,4,4,1,2,28,3,3,1,2,entrepreneur,paid,purchase a vehicle,money market accounts,single,human capital,one-bedroom apartment,service and sales,no,1
21,1188,5,2,1,4,39,3,1,2,1,current,opted to pay,student loan,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
48,11590,3,2,1,4,24,3,2,1,1,corporate,paid,weddings,individual retirement accounts,divorced,real property,two or multi-bedroom apartment,skilled trades and technical,no,1
12,609,2,4,1,1,26,1,1,1,1,entrepreneur,active,student loan,high-yield savings accounts,divorced,human capital,one-bedroom apartment,manufacturing and production,no,1
18,1190,1,2,1,4,55,3,3,2,1,savings,paid,consolidating debt,high-yield savings accounts,divorced,financial assets,studio apartment,manufacturing and production,no,1
21,2767,5,4,1,2,61,3,2,1,1,current,opted to pay,student loan,individual retirement accounts,widowed,real property,two or multi-bedroom apartment,skilled trades and technical,no,1
30,3441,3,2,2,4,21,1,1,1,1,current,opted to pay,travel and vacations,individual retirement accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
30,4280,3,4,1,4,26,3,2,1,1,current,defaulted,student loan,individual retirement accounts,divorced,real property,two or multi-bedroom apartment,skilled trades and technical,no,1
24,3092,2,3,1,2,22,3,1,1,2,current,opted to pay,investments for future,individual retirement accounts,single,real property,two or multi-bedroom apartment,service and sales,no,1
18,6761,3,2,1,4,68,2,2,1,1,corporate,opted to pay,purchase a vehicle,savings account,married,real property,two or multi-bedroom apartment,service and sales,no,1
12,1331,2,2,1,1,22,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
54,15945,2,3,1,4,58,3,1,1,2,current,defaulted,student loan,high-yield savings accounts,married,financial assets,two or multi-bedroom apartment,service and sales,no,1
24,3234,2,4,1,4,23,3,1,1,2,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,skilled trades and technical,no,1
15,802,5,4,1,3,37,3,1,2,1,current,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
48,9960,2,1,1,2,26,1,1,1,2,current,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
24,8648,2,2,1,2,27,1,2,1,2,corporate,partly paid,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
18,1345,3,4,1,3,26,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,1
45,1845,3,4,1,4,23,3,1,1,2,savings,opted to pay,investments for future,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
21,1647,3,4,1,2,40,1,2,2,1,savings,active,purchase a vehicle,savings account,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
48,4844,1,3,1,2,33,3,1,1,2,corporate,opted to pay,student loan,high-yield savings accounts,married,real property,two or multi-bedroom apartment,professional and managerial,no,1
27,8318,5,2,1,4,42,2,2,1,2,current,defaulted,student loan,high-yield savings accounts,divorced,financial assets,studio apartment,professional and managerial,no,1
18,2100,3,4,2,2,37,3,1,1,1,entrepreneur,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,1
45,11816,5,2,1,4,29,3,2,1,1,savings,defaulted,student loan,high-yield savings accounts,married,real property,two or multi-bedroom apartment,service and sales,no,1
6,448,2,4,1,4,23,3,1,1,1,savings,opted to pay,home repairs,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
30,11998,2,1,1,1,34,1,1,1,2,savings,opted to pay,consolidating debt,high-yield savings accounts,widowed,financial assets,one-bedroom apartment,skilled trades and technical,no,1
48,18424,3,1,1,2,32,1,1,1,2,current,defaulted,purchasing a home,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,professional and managerial,yes,1
6,14896,5,1,1,4,68,1,1,1,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,one-bedroom apartment,professional and managerial,no,1
12,2762,5,1,1,2,25,3,1,1,2,current,opted to pay,travel and vacations,savings account,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
12,3386,5,3,1,4,35,3,1,1,2,savings,opted to pay,weddings,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
24,2039,2,1,1,1,22,3,1,1,2,current,opted to pay,investments for future,high-yield savings accounts,single,intellectual property,one-bedroom apartment,service and sales,no,1
18,2169,3,4,1,2,28,3,1,1,2,corporate,partly paid,student loan,high-yield savings accounts,single,real property,one-bedroom apartment,service and sales,no,1
48,5096,3,2,1,3,30,3,1,1,2,current,paid,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,professional and managerial,no,1
18,1882,3,4,1,4,25,1,2,1,1,savings,opted to pay,investments for future,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
48,6999,4,1,3,1,34,3,2,1,2,savings,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,1
12,2292,1,4,1,2,42,2,2,1,2,corporate,paid,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,1
14,8978,5,1,1,4,45,3,1,1,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,widowed,intellectual property,one-bedroom apartment,professional and managerial,yes,1
12,674,4,4,1,1,20,3,1,1,1,savings,opted to pay,investments for future,individual retirement accounts,single,intellectual property,one-bedroom apartment,service and sales,no,1
18,976,2,1,1,2,23,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,real property,one-bedroom apartment,skilled trades and technical,no,1
24,2718,3,3,1,4,20,3,1,1,2,current,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,skilled trades and technical,no,1
18,750,1,4,1,1,27,3,1,1,1,savings,opted to pay,home repairs,high-yield savings accounts,divorced,human capital,one-bedroom apartment,manufacturing and production,no,1
24,12579,5,4,1,2,44,3,1,1,2,current,opted to pay,weddings,high-yield savings accounts,divorced,financial assets,studio apartment,professional and managerial,no,1
18,7511,5,1,1,4,51,3,1,2,2,savings,opted to pay,weddings,savings account,married,intellectual property,studio apartment,service and sales,no,1
18,3966,5,1,1,4,33,1,3,1,2,savings,paid,purchase a vehicle,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
12,6199,3,4,1,2,28,3,2,1,2,savings,defaulted,investments for future,high-yield savings accounts,married,intellectual property,two or multi-bedroom apartment,service and sales,no,1
24,1987,3,2,1,4,21,3,1,2,1,savings,opted to pay,investments for future,high-yield savings accounts,married,human capital,two or multi-bedroom apartment,skilled trades and technical,no,1
24,2303,5,4,2,1,45,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,1
21,12680,5,4,1,4,30,3,1,1,2,corporate,paid,purchase a vehicle,savings account,married,financial assets,studio apartment,professional and managerial,no,1
12,6468,1,2,1,1,52,3,1,1,2,current,opted to pay,investments for future,savings account,married,financial assets,one-bedroom apartment,professional and managerial,no,1
30,6350,5,4,1,4,31,3,1,1,1,savings,opted to pay,travel and vacations,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,1
